/Users/macbook/Library/Python/3.9/lib/python/site-packages/urllib3/__init__.py:35: NotOpenSSLWarning: urllib3 v2 only supports OpenSSL 1.1.1+, currently the 'ssl' module is compiled with 'LibreSSL 2.8.3'. See: https://github.com/urllib3/urllib3/issues/3020
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 11:05:13 CET)" (scheduled at 2026-02-05 11:04:28.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 11:05:13 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 11:05:58 CET)" (scheduled at 2026-02-05 11:05:13.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 11:05:58 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 11:06:43 CET)" (scheduled at 2026-02-05 11:05:58.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 11:06:43 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 11:07:28 CET)" (scheduled at 2026-02-05 11:06:43.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 11:07:28 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 11:08:13 CET)" (scheduled at 2026-02-05 11:07:28.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 11:08:13 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 11:08:58 CET)" (scheduled at 2026-02-05 11:08:13.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 11:08:58 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 11:09:43 CET)" (scheduled at 2026-02-05 11:08:58.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 11:09:43 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 11:10:28 CET)" (scheduled at 2026-02-05 11:09:43.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 11:10:28 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 11:11:13 CET)" (scheduled at 2026-02-05 11:10:28.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 11:11:13 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 11:11:58 CET)" (scheduled at 2026-02-05 11:11:13.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 11:11:58 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 11:12:43 CET)" (scheduled at 2026-02-05 11:11:58.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 11:12:43 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 11:13:28 CET)" (scheduled at 2026-02-05 11:12:43.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 11:13:28 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 11:14:13 CET)" (scheduled at 2026-02-05 11:13:28.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 11:14:13 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 11:14:58 CET)" (scheduled at 2026-02-05 11:14:13.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 11:14:58 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 11:15:43 CET)" (scheduled at 2026-02-05 11:14:58.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 11:15:43 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 11:16:28 CET)" (scheduled at 2026-02-05 11:15:43.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 11:16:28 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 11:17:13 CET)" (scheduled at 2026-02-05 11:16:28.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 11:17:13 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 11:17:58 CET)" (scheduled at 2026-02-05 11:17:13.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 11:17:58 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 11:18:43 CET)" (scheduled at 2026-02-05 11:17:58.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 11:18:43 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 11:19:28 CET)" (scheduled at 2026-02-05 11:18:43.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 11:19:28 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 11:20:13 CET)" (scheduled at 2026-02-05 11:19:28.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 11:20:13 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 11:20:58 CET)" (scheduled at 2026-02-05 11:20:13.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 11:20:58 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 11:21:43 CET)" (scheduled at 2026-02-05 11:20:58.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 11:21:43 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 11:22:28 CET)" (scheduled at 2026-02-05 11:21:43.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 11:22:28 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 11:23:13 CET)" (scheduled at 2026-02-05 11:22:28.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 11:23:13 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 11:23:58 CET)" (scheduled at 2026-02-05 11:23:13.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 11:23:58 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 11:24:43 CET)" (scheduled at 2026-02-05 11:23:58.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 11:24:43 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 11:25:28 CET)" (scheduled at 2026-02-05 11:24:43.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 11:25:28 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 11:26:13 CET)" (scheduled at 2026-02-05 11:25:28.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 11:26:13 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 11:26:58 CET)" (scheduled at 2026-02-05 11:26:13.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 11:26:58 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 11:27:43 CET)" (scheduled at 2026-02-05 11:26:58.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 11:27:43 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 11:28:28 CET)" (scheduled at 2026-02-05 11:27:43.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 11:28:28 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 11:29:13 CET)" (scheduled at 2026-02-05 11:28:28.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 11:29:13 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 11:29:58 CET)" (scheduled at 2026-02-05 11:29:13.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 11:29:58 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 11:30:43 CET)" (scheduled at 2026-02-05 11:29:58.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 11:30:43 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 11:31:28 CET)" (scheduled at 2026-02-05 11:30:43.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 11:31:28 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 11:32:13 CET)" (scheduled at 2026-02-05 11:31:28.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 11:32:13 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 11:32:58 CET)" (scheduled at 2026-02-05 11:32:13.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 11:32:58 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 11:33:43 CET)" (scheduled at 2026-02-05 11:32:58.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 11:33:43 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 11:34:28 CET)" (scheduled at 2026-02-05 11:33:43.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 11:34:28 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 11:35:13 CET)" (scheduled at 2026-02-05 11:34:28.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 11:35:13 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 11:35:58 CET)" (scheduled at 2026-02-05 11:35:13.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 11:35:58 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 11:36:43 CET)" (scheduled at 2026-02-05 11:35:58.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 11:36:43 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 11:37:28 CET)" (scheduled at 2026-02-05 11:36:43.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 11:37:28 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 11:38:13 CET)" (scheduled at 2026-02-05 11:37:28.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 11:38:13 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 11:38:58 CET)" (scheduled at 2026-02-05 11:38:13.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 11:38:58 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 11:39:43 CET)" (scheduled at 2026-02-05 11:38:58.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 11:39:43 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 11:40:28 CET)" (scheduled at 2026-02-05 11:39:43.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 11:40:28 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 11:41:13 CET)" (scheduled at 2026-02-05 11:40:28.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 11:41:13 CET)" executed successfully
INFO:apscheduler.executors.default:Running job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 11:41:58 CET)" (scheduled at 2026-02-05 11:41:13.568934+01:00)
INFO:apscheduler.executors.default:Job "main.<locals>.<lambda> (trigger: interval[0:00:45], next run at: 2026-02-05 11:41:58 CET)" executed successfully
